Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
2165,42,Male,Sandals,Footwear,20,Iowa,1,Olive,Winter,4.8,0,Next Day Air,0,0,46,PayPal,26.0
2166,29,Male,Pants,Clothing,55,Idaho,2,Turquoise,Summer,4.2,0,Express,0,0,42,Credit Card,4.0
2167,31,Male,Jacket,Outerwear,88,New Jersey,1,Purple,Spring,3.5,0,Express,0,0,50,Credit Card,26.0
2168,30,Male,Skirt,Clothing,48,Ohio,3,Green,Winter,4.9,0,Standard,0,0,33,Venmo,26.0
2169,23,Male,Handbag,Accessories,74,Connecticut,2,Beige,Spring,4.1,0,Next Day Air,0,0,32,Cash,4.0
2170,31,Male,Coat,Outerwear,42,Florida,2,Brown,Fall,2.9,0,Next Day Air,0,0,32,Bank Transfer,26.0
2171,40,Male,Sweater,Clothing,32,South Carolina,2,Turquoise,Fall,4.0,0,Next Day Air,0,0,37,Venmo,4.0
2172,39,Male,Shorts,Clothing,98,Missouri,2,Yellow,Summer,4.6,0,Store Pickup,0,0,9,Cash,26.0
2173,28,Male,Skirt,Clothing,89,Rhode Island,1,Lavender,Fall,2.8,0,Store Pickup,0,0,6,PayPal,26.0
2174,23,Male,Gloves,Accessories,97,Delaware,1,Cyan,Summer,5.0,0,2-Day Shipping,0,0,36,Venmo,4.0
2175,42,Male,Backpack,Accessories,49,Colorado,1,Olive,Spring,2.9,0,Store Pickup,0,0,1,Cash,1.0
2176,68,Male,Dress,Clothing,50,Nebraska,2,Silver,Spring,3.3,0,Free Shipping,0,0,48,Credit Card,26.0
2177,24,Male,Belt,Accessories,91,Vermont,1,Red,Winter,3.4,0,2-Day Shipping,0,0,44,Debit Card,4.0
2178,24,Male,Gloves,Accessories,93,Montana,4,Green,Winter,3.0,0,Express,0,0,9,PayPal,26.0
2179,21,Male,Jewelry,Accessories,98,Florida,2,Gold,Summer,4.7,0,Standard,0,0,32,Venmo,1.0
2180,49,Male,Socks,Clothing,82,Delaware,3,Lavender,Fall,2.9,0,Next Day Air,0,0,14,PayPal,12.0
2181,41,Male,Coat,Outerwear,37,Connecticut,2,Yellow,Summer,4.1,0,Store Pickup,0,0,43,Cash,4.0
2182,22,Male,Handbag,Accessories,63,Hawaii,2,Black,Fall,3.2,0,Free Shipping,0,0,32,Bank Transfer,26.0
2183,42,Male,Blouse,Clothing,99,New Mexico,2,Maroon,Winter,2.7,0,Store Pickup,0,0,26,Venmo,26.0
2184,30,Male,Shorts,Clothing,37,Kansas,2,Maroon,Spring,4.7,0,Store Pickup,0,0,2,Cash,12.0
2185,38,Male,Shoes,Footwear,34,Nevada,1,Gold,Spring,3.2,0,Free Shipping,0,0,16,PayPal,4.0
2186,40,Male,Shorts,Clothing,32,North Carolina,2,Violet,Winter,2.5,0,Express,0,0,50,Debit Card,4.0
2187,55,Male,Sandals,Footwear,23,New Mexico,4,Teal,Winter,4.3,0,Next Day Air,0,0,6,PayPal,4.0
2188,37,Male,Blouse,Clothing,78,Idaho,2,Violet,Spring,4.4,0,Free Shipping,0,0,20,PayPal,1.0
2189,41,Male,Coat,Outerwear,54,California,2,Brown,Winter,4.7,0,Next Day Air,0,0,9,Credit Card,52.0
2190,38,Male,Blouse,Clothing,94,Wisconsin,4,Brown,Fall,4.0,0,Express,0,0,47,Credit Card,26.0
2191,42,Male,Belt,Accessories,75,Alaska,1,Maroon,Spring,4.6,0,Express,0,0,33,Credit Card,1.0
2192,26,Male,Blouse,Clothing,69,Pennsylvania,1,Maroon,Summer,3.8,0,Next Day Air,0,0,46,Cash,26.0
2193,41,Male,Scarf,Accessories,35,Virginia,3,Yellow,Winter,3.2,0,Next Day Air,0,0,9,Credit Card,12.0
2194,27,Male,Shirt,Clothing,78,California,3,Turquoise,Spring,5.0,0,Express,0,0,8,PayPal,12.0
2195,61,Male,Socks,Clothing,29,Kentucky,2,Silver,Summer,3.5,0,Standard,0,0,48,Bank Transfer,4.0
2196,58,Male,Jeans,Clothing,62,New York,2,Brown,Fall,3.7,0,Next Day Air,0,0,2,Cash,12.0
2197,25,Male,Dress,Clothing,58,Vermont,2,Gray,Spring,4.8,0,Next Day Air,0,0,31,PayPal,52.0
2198,33,Male,Boots,Footwear,88,Pennsylvania,2,Indigo,Summer,3.7,0,2-Day Shipping,0,0,40,Venmo,12.0
2199,57,Male,Scarf,Accessories,80,New York,3,Turquoise,Summer,3.5,0,Free Shipping,0,0,35,Venmo,12.0
2200,39,Male,Scarf,Accessories,47,North Carolina,2,Maroon,Summer,4.9,0,Store Pickup,0,0,40,Debit Card,12.0
2201,60,Male,Gloves,Accessories,51,Wyoming,3,Charcoal,Summer,4.7,0,Next Day Air,0,0,27,Debit Card,4.0
2202,39,Male,Pants,Clothing,25,Ohio,3,Peach,Spring,4.9,0,2-Day Shipping,0,0,10,Venmo,1.0
2203,42,Male,Dress,Clothing,36,Alabama,2,Red,Summer,4.3,0,Next Day Air,0,0,23,Credit Card,52.0
2204,53,Male,Dress,Clothing,79,Rhode Island,2,Indigo,Winter,3.1,0,Free Shipping,0,0,32,Cash,4.0
2205,20,Male,Jeans,Clothing,41,Oregon,1,Lavender,Winter,3.4,0,2-Day Shipping,0,0,6,Debit Card,12.0
2206,46,Male,Sweater,Clothing,68,North Dakota,4,Red,Fall,2.7,0,Express,0,0,27,PayPal,52.0
2207,46,Male,Sandals,Footwear,51,Illinois,3,Green,Spring,2.6,0,Store Pickup,0,0,25,Bank Transfer,26.0
2208,69,Male,Handbag,Accessories,38,New Mexico,2,Gray,Fall,2.9,0,Next Day Air,0,0,11,Credit Card,1.0
2209,28,Male,Scarf,Accessories,46,Colorado,4,Violet,Summer,2.7,0,2-Day Shipping,0,0,23,PayPal,12.0
2210,42,Male,Sandals,Footwear,20,Utah,4,Beige,Summer,4.5,0,2-Day Shipping,0,0,44,Bank Transfer,4.0
2211,30,Male,Sunglasses,Accessories,25,Virginia,2,Orange,Summer,3.1,0,Store Pickup,0,0,35,PayPal,26.0
2212,50,Male,Sweater,Clothing,89,Maine,3,Purple,Winter,3.2,0,Free Shipping,0,0,45,Debit Card,4.0
2213,59,Male,Pants,Clothing,77,Nebraska,2,Brown,Winter,3.3,0,Next Day Air,0,0,22,Bank Transfer,4.0
2214,54,Male,Hat,Accessories,94,Hawaii,2,Maroon,Fall,2.9,0,Express,0,0,18,Debit Card,4.0
2215,50,Male,Belt,Accessories,100,Idaho,3,Gold,Fall,4.1,0,Standard,0,0,20,Debit Card,52.0
2216,25,Male,Sandals,Footwear,96,West Virginia,2,Indigo,Winter,2.7,0,Express,0,0,28,Credit Card,26.0
2217,41,Male,Pants,Clothing,36,Vermont,4,Silver,Winter,4.0,0,Store Pickup,0,0,15,Venmo,26.0
2218,35,Male,Jewelry,Accessories,27,Indiana,4,Red,Fall,2.6,0,Store Pickup,0,0,42,Bank Transfer,26.0
2219,67,Male,Sunglasses,Accessories,67,Idaho,2,Magenta,Winter,3.5,0,Store Pickup,0,0,20,Debit Card,4.0
2220,33,Male,Blouse,Clothing,91,Minnesota,1,Purple,Fall,2.8,0,Store Pickup,0,0,16,Bank Transfer,26.0
2221,19,Male,Belt,Accessories,62,Wyoming,4,Beige,Fall,4.5,0,Store Pickup,0,0,47,Cash,1.0
2222,25,Male,Shorts,Clothing,88,Kansas,4,White,Fall,3.0,0,Free Shipping,0,0,34,Credit Card,1.0
2223,32,Male,Pants,Clothing,66,Georgia,2,Teal,Summer,4.4,0,Store Pickup,0,0,30,Credit Card,52.0
2224,30,Male,Sandals,Footwear,65,Kansas,2,Gray,Fall,4.7,0,Next Day Air,0,0,5,PayPal,4.0
2225,18,Male,Gloves,Accessories,25,Nebraska,3,Charcoal,Winter,4.3,0,Standard,0,0,38,Cash,4.0
2226,38,Male,Belt,Accessories,64,Washington,1,Olive,Spring,4.8,0,Free Shipping,0,0,18,Credit Card,1.0
2227,22,Male,Shirt,Clothing,72,Missouri,3,Blue,Spring,4.8,0,Store Pickup,0,0,28,Cash,1.0
2228,40,Male,Scarf,Accessories,74,Washington,1,Gray,Summer,4.4,0,Next Day Air,0,0,42,Credit Card,26.0
2229,54,Male,Gloves,Accessories,50,Kansas,2,Green,Fall,3.7,0,Free Shipping,0,0,5,Credit Card,52.0
2230,70,Male,Pants,Clothing,97,Minnesota,2,Silver,Fall,3.9,0,Express,0,0,50,Venmo,12.0
2231,52,Male,Sneakers,Footwear,36,Colorado,1,Teal,Spring,3.8,0,Express,0,0,33,Venmo,26.0
2232,34,Male,Jacket,Outerwear,49,Utah,2,Beige,Fall,4.1,0,Store Pickup,0,0,1,Credit Card,52.0
2233,65,Male,Shoes,Footwear,64,North Carolina,3,Lavender,Spring,4.0,0,Store Pickup,0,0,14,Cash,26.0
2234,38,Male,Blouse,Clothing,31,Florida,4,Gray,Summer,4.5,0,Express,0,0,48,Credit Card,12.0
2235,35,Male,Boots,Footwear,66,New Hampshire,1,Yellow,Winter,4.0,0,Express,0,0,26,Cash,52.0
2236,40,Male,Socks,Clothing,82,Illinois,2,Gray,Spring,4.5,0,2-Day Shipping,0,0,44,Credit Card,1.0
2237,23,Male,T-shirt,Clothing,88,Louisiana,2,Yellow,Winter,2.7,0,Standard,0,0,18,Debit Card,26.0
2238,45,Male,Sandals,Footwear,34,Alabama,1,Black,Summer,3.8,0,Next Day Air,0,0,31,Venmo,4.0
2239,40,Male,Sneakers,Footwear,84,Florida,3,Beige,Winter,3.8,0,Standard,0,0,18,Debit Card,52.0
2240,42,Male,Jewelry,Accessories,96,Alabama,3,Indigo,Summer,3.8,0,2-Day Shipping,0,0,41,Credit Card,4.0
2241,57,Male,Sandals,Footwear,71,California,3,Green,Winter,4.3,0,Next Day Air,0,0,18,Debit Card,4.0
2242,18,Male,Jacket,Outerwear,77,Maryland,2,Purple,Summer,3.5,0,Free Shipping,0,0,3,Bank Transfer,26.0
2243,18,Male,Skirt,Clothing,66,Nevada,2,Orange,Spring,3.8,0,Next Day Air,0,0,5,Credit Card,26.0
2244,56,Male,Shirt,Clothing,21,Massachusetts,2,Teal,Winter,3.7,0,2-Day Shipping,0,0,13,Debit Card,1.0
2245,35,Male,Shorts,Clothing,37,South Carolina,2,Gold,Summer,4.8,0,2-Day Shipping,0,0,22,PayPal,1.0
2246,49,Male,Socks,Clothing,90,Delaware,3,Gray,Fall,4.9,0,Free Shipping,0,0,45,PayPal,26.0
2247,49,Male,Jacket,Outerwear,96,Hawaii,2,Cyan,Fall,4.3,0,Store Pickup,0,0,39,PayPal,4.0
2248,34,Male,Jewelry,Accessories,37,Florida,3,Teal,Summer,4.4,0,Next Day Air,0,0,18,Venmo,1.0
2249,63,Male,T-shirt,Clothing,66,Rhode Island,2,Violet,Winter,3.4,0,Free Shipping,0,0,19,PayPal,26.0
2250,42,Male,Gloves,Accessories,45,Wyoming,4,Indigo,Spring,4.3,0,Next Day Air,0,0,29,Debit Card,52.0
2251,41,Male,Shoes,Footwear,89,Colorado,3,Pink,Summer,4.6,0,Store Pickup,0,0,19,Credit Card,52.0
2252,26,Male,Shoes,Footwear,94,Virginia,3,Gold,Fall,3.8,0,Free Shipping,0,0,22,Debit Card,12.0
2253,48,Male,Shoes,Footwear,96,Nebraska,1,Maroon,Summer,3.9,0,Express,0,0,21,Bank Transfer,1.0
2254,62,Male,Hoodie,Clothing,31,Oklahoma,2,Brown,Spring,2.6,0,Store Pickup,0,0,22,PayPal,12.0
2255,24,Male,Belt,Accessories,79,North Dakota,2,Gold,Winter,4.2,0,Store Pickup,0,0,44,PayPal,4.0
2256,48,Male,Coat,Outerwear,39,Michigan,3,Teal,Spring,4.6,0,Store Pickup,0,0,42,Bank Transfer,4.0
2257,31,Male,Blouse,Clothing,22,California,2,Turquoise,Fall,5.0,0,Standard,0,0,33,Credit Card,4.0
2258,41,Male,Skirt,Clothing,32,Tennessee,3,Olive,Fall,4.2,0,Standard,0,0,6,Bank Transfer,1.0
2259,24,Male,T-shirt,Clothing,71,Ohio,3,Cyan,Winter,4.3,0,Store Pickup,0,0,44,Credit Card,4.0
2260,60,Male,Jeans,Clothing,96,Florida,4,Beige,Spring,3.3,0,Free Shipping,0,0,24,Cash,1.0
2261,38,Male,Scarf,Accessories,82,Missouri,2,Blue,Fall,4.9,0,Express,0,0,16,PayPal,4.0
2262,58,Male,Backpack,Accessories,76,South Carolina,3,Gold,Spring,4.4,0,Standard,0,0,12,Bank Transfer,26.0
2263,53,Male,Backpack,Accessories,22,Arizona,2,Green,Winter,3.1,0,2-Day Shipping,0,0,50,PayPal,12.0
2264,44,Male,Scarf,Accessories,40,Indiana,4,Green,Winter,3.5,0,Store Pickup,0,0,42,Cash,4.0
2265,51,Male,Hat,Accessories,92,North Dakota,2,Turquoise,Summer,3.9,0,2-Day Shipping,0,0,50,PayPal,12.0
2266,36,Male,Coat,Outerwear,94,Montana,4,Yellow,Fall,3.9,0,Store Pickup,0,0,10,PayPal,4.0
2267,20,Male,Dress,Clothing,44,Missouri,2,Yellow,Fall,4.3,0,Store Pickup,0,0,32,Debit Card,52.0
2268,32,Male,Gloves,Accessories,49,Kentucky,1,Blue,Spring,3.8,0,Express,0,0,37,Venmo,52.0
2269,66,Male,Sweater,Clothing,26,Georgia,3,Charcoal,Spring,2.7,0,2-Day Shipping,0,0,15,Bank Transfer,12.0
2270,49,Male,Skirt,Clothing,38,Kentucky,2,Yellow,Fall,4.4,0,Store Pickup,0,0,27,Credit Card,1.0
2271,27,Male,Blouse,Clothing,72,Georgia,3,Purple,Spring,3.5,0,Express,0,0,7,Venmo,52.0
2272,29,Male,Dress,Clothing,99,Alaska,2,Green,Summer,3.4,0,Free Shipping,0,0,49,PayPal,4.0
2273,29,Male,Jacket,Outerwear,38,Maine,3,Charcoal,Spring,4.0,0,Standard,0,0,44,PayPal,12.0
2274,55,Male,Coat,Outerwear,96,New Mexico,3,Silver,Winter,4.8,0,Express,0,0,13,PayPal,26.0
2275,57,Male,Dress,Clothing,27,New York,3,Turquoise,Spring,4.5,0,Next Day Air,0,0,38,PayPal,26.0
2276,29,Male,Shorts,Clothing,24,Oklahoma,2,Gray,Winter,4.4,0,Standard,0,0,10,Debit Card,52.0
2277,31,Male,Jeans,Clothing,82,Wyoming,3,Red,Summer,4.1,0,2-Day Shipping,0,0,25,Debit Card,52.0
2278,25,Male,Hat,Accessories,56,Alabama,2,Beige,Summer,4.6,0,Next Day Air,0,0,18,Credit Card,4.0
2279,61,Male,Gloves,Accessories,25,Maryland,2,Maroon,Fall,3.8,0,Store Pickup,0,0,6,Cash,4.0
2280,53,Male,Sneakers,Footwear,67,West Virginia,3,Indigo,Spring,2.9,0,Free Shipping,0,0,35,Bank Transfer,4.0
2281,22,Male,Shoes,Footwear,21,Kentucky,2,Red,Summer,2.8,0,Standard,0,0,31,Credit Card,26.0
2282,28,Male,Hoodie,Clothing,27,Kansas,4,Maroon,Summer,3.0,0,Store Pickup,0,0,41,Bank Transfer,1.0
2283,18,Male,Sneakers,Footwear,97,Idaho,1,Red,Fall,4.2,0,2-Day Shipping,0,0,8,Credit Card,1.0
2284,44,Male,Handbag,Accessories,45,Ohio,1,Black,Winter,4.1,0,Free Shipping,0,0,34,Credit Card,26.0
2285,32,Male,Blouse,Clothing,63,Iowa,4,Black,Fall,4.1,0,Express,0,0,20,Venmo,1.0
2286,34,Male,Belt,Accessories,100,Michigan,3,Pink,Summer,4.6,0,2-Day Shipping,0,0,38,PayPal,4.0
2287,67,Male,Socks,Clothing,38,South Dakota,3,Blue,Spring,2.5,0,Store Pickup,0,0,35,Venmo,4.0
2288,66,Male,Blouse,Clothing,45,Nebraska,3,Green,Summer,3.0,0,Store Pickup,0,0,6,Debit Card,1.0
2289,28,Male,Jewelry,Accessories,91,California,2,Orange,Fall,3.8,0,Next Day Air,0,0,50,PayPal,52.0
2290,70,Male,Shorts,Clothing,82,Nevada,2,Orange,Fall,4.1,0,Free Shipping,0,0,47,Venmo,52.0
2291,37,Male,Boots,Footwear,48,Kansas,3,Magenta,Winter,3.3,0,Standard,0,0,23,PayPal,4.0
2292,28,Male,Coat,Outerwear,30,Ohio,2,Indigo,Spring,5.0,0,2-Day Shipping,0,0,13,Credit Card,4.0
2293,43,Male,T-shirt,Clothing,34,Vermont,1,Beige,Spring,3.8,0,Next Day Air,0,0,31,Debit Card,12.0
2294,37,Male,Sweater,Clothing,68,Georgia,3,Green,Fall,3.3,0,Express,0,0,16,Debit Card,4.0
2295,54,Male,Sunglasses,Accessories,95,Maryland,2,Red,Winter,5.0,0,Express,0,0,40,Debit Card,1.0
2296,50,Male,Hat,Accessories,22,Connecticut,3,Beige,Spring,2.9,0,2-Day Shipping,0,0,45,PayPal,4.0
2297,46,Male,Gloves,Accessories,88,Washington,2,Green,Fall,2.5,0,Next Day Air,0,0,50,Venmo,4.0
2298,60,Male,Socks,Clothing,83,California,2,Orange,Summer,4.7,0,Standard,0,0,1,Bank Transfer,4.0
2299,40,Male,Handbag,Accessories,87,Montana,3,Cyan,Spring,2.9,0,2-Day Shipping,0,0,10,Cash,4.0
2300,64,Male,Coat,Outerwear,57,Idaho,2,Violet,Summer,3.7,0,Store Pickup,0,0,48,Credit Card,4.0
2301,18,Male,Coat,Outerwear,88,Pennsylvania,4,Lavender,Summer,4.4,0,2-Day Shipping,0,0,38,Credit Card,12.0
2302,37,Male,Pants,Clothing,20,Maine,3,Turquoise,Winter,2.9,0,Next Day Air,0,0,21,Debit Card,1.0
2303,36,Male,Belt,Accessories,39,Montana,3,Pink,Summer,3.6,0,Store Pickup,0,0,38,Venmo,12.0
2304,51,Male,Sunglasses,Accessories,71,New Jersey,1,Beige,Spring,4.8,0,2-Day Shipping,0,0,31,Credit Card,26.0
2305,26,Male,Hoodie,Clothing,73,Louisiana,3,Silver,Winter,4.7,0,Free Shipping,0,0,9,Debit Card,26.0
2306,68,Male,Handbag,Accessories,63,Maine,2,Gold,Summer,2.6,0,Free Shipping,0,0,47,Cash,52.0
2307,27,Male,Gloves,Accessories,78,Florida,3,Silver,Winter,3.4,0,Standard,0,0,8,Cash,26.0
2308,28,Male,Skirt,Clothing,96,Missouri,3,Green,Fall,3.5,0,Next Day Air,0,0,30,Debit Card,1.0
2309,49,Male,Sunglasses,Accessories,81,North Dakota,2,Teal,Winter,3.4,0,2-Day Shipping,0,0,22,Bank Transfer,4.0
2310,70,Male,Dress,Clothing,95,Connecticut,1,Gold,Fall,5.0,0,2-Day Shipping,0,0,3,Bank Transfer,4.0
2311,30,Male,Gloves,Accessories,68,Virginia,2,Cyan,Spring,4.6,0,Standard,0,0,15,PayPal,12.0
2312,27,Male,Sneakers,Footwear,28,Montana,3,Gold,Spring,4.8,0,2-Day Shipping,0,0,10,Bank Transfer,4.0
2313,19,Male,T-shirt,Clothing,30,Vermont,3,Violet,Summer,3.7,0,Free Shipping,0,0,19,Cash,4.0
2314,64,Male,Dress,Clothing,31,Georgia,2,Black,Summer,4.7,0,Next Day Air,0,0,36,Bank Transfer,26.0
2315,42,Male,Handbag,Accessories,95,Virginia,4,Brown,Winter,4.4,0,Express,0,0,12,Bank Transfer,4.0
2316,69,Male,Socks,Clothing,79,Vermont,2,Indigo,Winter,3.5,0,2-Day Shipping,0,0,49,Debit Card,4.0
2317,28,Male,Sneakers,Footwear,39,Montana,3,Yellow,Winter,3.8,0,Standard,0,0,7,Debit Card,1.0
2318,47,Male,Jacket,Outerwear,34,New Jersey,2,Purple,Summer,4.7,0,Next Day Air,0,0,28,Bank Transfer,12.0
2319,69,Male,Hoodie,Clothing,28,Wyoming,3,White,Spring,3.1,0,Store Pickup,0,0,30,Credit Card,1.0
2320,56,Male,Sandals,Footwear,38,Maine,4,Turquoise,Winter,5.0,0,Free Shipping,0,0,29,PayPal,12.0
2321,28,Male,Shoes,Footwear,55,New Mexico,2,Olive,Spring,3.7,0,Free Shipping,0,0,9,Debit Card,4.0
2322,50,Male,Sandals,Footwear,31,Colorado,2,Beige,Winter,3.0,0,Next Day Air,0,0,27,Debit Card,26.0
2323,39,Male,Coat,Outerwear,84,Connecticut,1,Lavender,Spring,4.5,0,Store Pickup,0,0,21,Venmo,26.0
2324,35,Male,Gloves,Accessories,93,Maryland,3,White,Winter,4.7,0,Express,0,0,36,Credit Card,12.0
2325,59,Male,Coat,Outerwear,28,Oregon,3,Brown,Winter,3.5,0,Free Shipping,0,0,19,Debit Card,1.0
2326,44,Male,Boots,Footwear,55,New York,2,Charcoal,Summer,4.4,0,2-Day Shipping,0,0,47,Cash,52.0
2327,66,Male,Skirt,Clothing,63,Oklahoma,3,Maroon,Winter,2.6,0,Standard,0,0,38,Bank Transfer,1.0
2328,20,Male,Skirt,Clothing,94,Alabama,2,Red,Winter,4.2,0,2-Day Shipping,0,0,22,Venmo,26.0
2329,45,Male,Pants,Clothing,36,North Dakota,2,Maroon,Fall,2.6,0,Express,0,0,29,Venmo,26.0
2330,49,Male,Hat,Accessories,97,Nebraska,1,Teal,Spring,4.8,0,Free Shipping,0,0,42,Bank Transfer,1.0
2331,60,Male,Backpack,Accessories,63,Arizona,3,Orange,Summer,2.9,0,Store Pickup,0,0,47,PayPal,4.0
2332,61,Male,Scarf,Accessories,77,Illinois,1,Olive,Spring,4.3,0,2-Day Shipping,0,0,10,Credit Card,26.0
2333,36,Male,Scarf,Accessories,53,South Carolina,4,Olive,Fall,2.6,0,Store Pickup,0,0,10,Venmo,12.0
2334,33,Male,Shirt,Clothing,77,Kansas,2,Beige,Spring,3.8,0,Next Day Air,0,0,1,PayPal,4.0
2335,49,Male,Boots,Footwear,79,Kansas,3,Green,Summer,4.2,0,Standard,0,0,7,Credit Card,12.0
2336,31,Male,Coat,Outerwear,37,Idaho,2,Black,Summer,3.9,0,Store Pickup,0,0,10,Venmo,26.0
2337,19,Male,Belt,Accessories,94,California,2,Green,Winter,3.1,0,Free Shipping,0,0,11,Credit Card,52.0
2338,39,Male,Boots,Footwear,76,North Dakota,1,Violet,Fall,3.6,0,Store Pickup,0,0,5,Cash,1.0
2339,66,Male,Sneakers,Footwear,68,Georgia,1,Silver,Fall,4.0,0,Express,0,0,21,PayPal,4.0
2340,25,Male,Shirt,Clothing,65,Illinois,3,Maroon,Spring,3.4,0,Next Day Air,0,0,24,Bank Transfer,4.0
2341,63,Male,Blouse,Clothing,24,Delaware,2,Cyan,Summer,2.6,0,Standard,0,0,37,Credit Card,26.0
2342,56,Male,Jacket,Outerwear,31,Connecticut,3,Teal,Summer,4.5,0,Express,0,0,22,Venmo,4.0
2343,20,Male,Skirt,Clothing,89,Tennessee,2,Olive,Fall,4.9,0,Standard,0,0,16,Debit Card,26.0
2344,58,Male,Socks,Clothing,49,Maryland,2,Red,Summer,4.4,0,2-Day Shipping,0,0,44,PayPal,12.0
2345,34,Male,Sandals,Footwear,92,Rhode Island,4,Lavender,Fall,3.5,0,Express,0,0,14,Venmo,26.0
2346,28,Male,T-shirt,Clothing,32,New York,1,Orange,Winter,3.3,0,Express,0,0,23,Bank Transfer,4.0
2347,22,Male,Jacket,Outerwear,67,New Mexico,3,Brown,Winter,3.1,0,Standard,0,0,46,Debit Card,26.0
2348,37,Male,Belt,Accessories,64,California,1,Gray,Fall,4.2,0,Express,0,0,46,Cash,4.0
2349,54,Male,Shoes,Footwear,84,Maine,2,Orange,Spring,4.9,0,Next Day Air,0,0,16,PayPal,4.0
2350,65,Male,Blouse,Clothing,34,New York,2,Orange,Fall,3.9,0,Standard,0,0,40,Credit Card,4.0
2351,57,Male,Shoes,Footwear,26,Hawaii,2,Turquoise,Winter,4.2,0,Free Shipping,0,0,21,Cash,1.0
2352,38,Male,Sweater,Clothing,50,New Hampshire,1,Cyan,Fall,4.9,0,Store Pickup,0,0,25,PayPal,26.0
2353,70,Male,Boots,Footwear,46,Nebraska,2,Yellow,Fall,2.8,0,Store Pickup,0,0,25,Bank Transfer,4.0
2354,56,Male,Handbag,Accessories,71,Montana,2,White,Fall,4.1,0,Standard,0,0,25,Debit Card,4.0
2355,56,Male,Blouse,Clothing,78,Wisconsin,2,Blue,Summer,4.8,0,Next Day Air,0,0,27,Venmo,12.0
2356,22,Male,Skirt,Clothing,35,Tennessee,1,Purple,Winter,4.1,0,Next Day Air,0,0,12,Cash,12.0
2357,57,Male,Backpack,Accessories,58,Montana,2,Gray,Summer,3.0,0,Free Shipping,0,0,27,Debit Card,4.0
2358,53,Male,Shirt,Clothing,67,Michigan,3,Cyan,Fall,4.2,0,2-Day Shipping,0,0,40,Credit Card,26.0
2359,53,Male,Sweater,Clothing,93,Texas,3,Pink,Spring,3.8,0,Standard,0,0,38,Credit Card,4.0
2360,19,Male,Scarf,Accessories,81,Pennsylvania,1,Gold,Spring,3.3,0,2-Day Shipping,0,0,44,Bank Transfer,4.0
2361,49,Male,Handbag,Accessories,80,New York,3,Silver,Fall,4.7,0,2-Day Shipping,0,0,27,Venmo,4.0
2362,44,Male,Scarf,Accessories,64,Alabama,2,Gray,Spring,4.3,0,2-Day Shipping,0,0,30,Credit Card,4.0
2363,27,Male,Jeans,Clothing,41,Virginia,2,Brown,Fall,2.7,0,Standard,0,0,24,Credit Card,12.0
2364,60,Male,Socks,Clothing,79,Pennsylvania,4,Pink,Winter,4.2,0,Express,0,0,38,Cash,26.0
2365,62,Male,Sunglasses,Accessories,60,Mississippi,3,Maroon,Winter,4.2,0,Free Shipping,0,0,4,PayPal,4.0
2366,52,Male,Sneakers,Footwear,91,Wyoming,1,Peach,Winter,2.5,0,Next Day Air,0,0,32,Venmo,12.0
2367,30,Male,Shoes,Footwear,66,New Mexico,3,Brown,Winter,3.6,0,Express,0,0,32,Credit Card,26.0
2368,66,Male,Socks,Clothing,85,North Dakota,3,Green,Winter,3.4,0,Standard,0,0,28,Bank Transfer,26.0
2369,29,Male,Sunglasses,Accessories,38,New Jersey,2,Lavender,Summer,3.3,0,Standard,0,0,6,Debit Card,4.0
2370,24,Male,Sweater,Clothing,23,Vermont,2,Cyan,Winter,4.6,0,Standard,0,0,24,PayPal,12.0
2371,51,Male,Shoes,Footwear,71,Alaska,2,Black,Spring,3.9,0,Store Pickup,0,0,38,Venmo,52.0
2372,67,Male,Socks,Clothing,25,Indiana,2,Charcoal,Winter,3.7,0,Next Day Air,0,0,28,Debit Card,1.0
2373,50,Male,Boots,Footwear,39,Alabama,4,Silver,Spring,3.1,0,Express,0,0,9,PayPal,26.0
2374,37,Male,Hoodie,Clothing,20,Michigan,2,Gray,Spring,4.9,0,Express,0,0,21,Debit Card,4.0
2375,69,Male,Gloves,Accessories,73,Washington,3,Peach,Winter,4.7,0,Standard,0,0,31,Debit Card,12.0
2376,60,Male,Backpack,Accessories,63,Virginia,3,Peach,Fall,2.9,0,Next Day Air,0,0,18,Credit Card,4.0
2377,21,Male,Gloves,Accessories,94,Tennessee,4,Cyan,Spring,4.1,0,Express,0,0,5,Cash,52.0
2378,44,Male,Blouse,Clothing,94,South Dakota,3,Magenta,Fall,4.0,0,Next Day Air,0,0,22,Cash,1.0
2379,26,Male,Scarf,Accessories,71,New Hampshire,3,Teal,Summer,2.7,0,Store Pickup,0,0,37,PayPal,26.0
2380,40,Male,Hat,Accessories,77,South Dakota,2,Peach,Spring,4.0,0,2-Day Shipping,0,0,22,Debit Card,12.0
2381,41,Male,Scarf,Accessories,66,Pennsylvania,2,Black,Fall,2.5,0,Next Day Air,0,0,36,PayPal,26.0
2382,62,Male,Sandals,Footwear,23,Wisconsin,2,Teal,Summer,4.5,0,Free Shipping,0,0,23,PayPal,1.0
2383,39,Male,Sweater,Clothing,60,California,2,Turquoise,Spring,3.9,0,Express,0,0,44,Debit Card,52.0
